STUDENT_ID,GENDER,GRADE_LEVEL,PARENT_EDUCATION_LEVEL,FAMILY_INCOME,AVERAGE_SCORE,PASS_FAIL_RATE,ATTENDANCE_PERCENT,ACTIVITY_FLAG,ACTIVITY_HOURS,HIGHEST_ACHIEVEMENT,DISCIPLINE_COUNT,DISCIPLINE_SEVERITY,PRIMARY_INCIDENT_TYPE,AVG_TEACHER_RATING,AVG_TEACHER_EXPERIENCE
S1276,Male,10,Bachelor,80359,55.51,1,82.58,1,5.83,State,3,2,Cheating,3.84,19.40
S1277,Female,12,Bachelor,406331,44.16,1,85.10,1,8.80,None,4,3,Bullying,4.80,9.00
S1278,Male,3,High School,643830,55.03,1,85.65,1,7.40,School,2,3,Bullying,4.40,6.00
S1279,Male,3,None,146214,50.95,1,83.46,1,8.50,State,2,2,Late Submission,,
S1280,Female,7,Master,407455,47.77,1,84.88,1,4.67,State,2,3,Bullying,4.90,25.00
S1281,Female,5,Bachelor,864571,44.57,1,84.99,1,5.20,State,1,1,Late Submission,3.13,27.00
S1282,Male,3,High School,841083,46.06,1,85.65,1,5.43,State,2,2,Bullying,4.90,29.00
S1283,Male,5,Master,744093,55.65,1,83.46,1,9.50,State,6,3,Bullying,3.60,14.00
S1284,Female,10,Master,484303,48.31,1,84.45,1,10.67,National,2,2,Misconduct,3.45,7.00
S1285,Male,9,None,411939,47.25,1,84.56,1,9.25,None,2,3,Late Submission,,
S1286,Male,5,PhD,560271,48.14,1,86.86,1,7.33,None,5,3,Bullying,2.60,22.00
S1287,Male,4,Master,678437,49.91,1,84.01,1,6.57,State,1,3,Misconduct,2.40,31.00
S1288,Male,4,Bachelor,271494,58.24,1,83.90,1,8.50,National,5,3,Cheating,,
S1289,Female,5,Bachelor,175812,48.62,1,84.34,1,4.17,State,3,3,Bullying,4.60,15.00
S1290,Female,12,Master,234229,60.06,1,85.98,1,10.17,School,3,3,Misconduct,4.00,17.33
S1291,Female,9,High School,574563,46.82,1,84.45,1,8.71,State,1,3,Late Submission,4.80,28.00
S1292,Male,7,None,507409,50.74,1,83.13,1,10.10,State,,,,3.33,15.00
S1293,Female,2,Bachelor,653727,46.70,1,84.78,1,7.00,State,2,2,Bullying,3.73,24.33
S1294,Female,12,Master,353578,59.17,1,84.34,1,10.67,State,3,3,Bullying,,
S1295,Female,1,Bachelor,230222,42.93,1,84.01,1,5.80,State,3,3,Late Submission,,
S1296,Female,2,Master,935506,50.94,1,84.12,1,6.29,State,1,3,Late Submission,4.60,5.00
S1297,Male,7,PhD,469902,48.48,1,83.79,1,5.67,School,6,3,Bullying,,
S1298,Female,5,Bachelor,282335,61.24,1,87.08,1,10.00,State,4,2,Late Submission,4.70,13.00
S1299,Male,2,PhD,713984,42.56,1,83.24,1,8.40,State,4,2,Late Submission,2.88,19.17
S1300,Male,6,Bachelor,812712,51.05,1,85.87,1,7.67,None,1,2,Cheating,,
S1301,Male,2,High School,318402,50.68,1,87.95,1,5.33,State,2,3,Bullying,2.90,24.00
S1302,Male,10,High School,847143,45.87,1,85.65,1,6.50,School,3,3,Cheating,3.75,10.50
S1303,Male,11,Master,536490,42.08,1,86.09,1,12.67,School,2,1,Late Submission,3.20,21.00
S1304,Female,11,Bachelor,208290,54.24,1,84.99,1,5.00,School,2,2,Late Submission,2.80,34.00
S1305,Male,8,Master,712055,37.63,0,84.01,1,9.83,None,6,3,Cheating,,
S1306,Female,10,None,419038,46.03,1,84.99,1,5.22,State,2,3,Cheating,4.80,34.00
S1307,Female,8,Master,89434,51.09,1,84.99,1,6.50,School,2,1,Cheating,4.30,8.00
S1308,Female,5,None,725981,42.41,1,83.79,1,6.14,State,2,3,Bullying,,
S1309,Female,8,PhD,631242,44.06,1,84.01,1,9.00,State,3,2,Bullying,3.20,8.00
S1310,Female,10,High School,387145,46.37,1,83.24,1,3.14,State,2,2,Late Submission,3.70,28.00
S1311,Male,1,Master,158529,52.98,1,84.88,1,9.11,State,5,3,Cheating,4.10,28.00
S1312,Male,9,High School,91043,52.63,1,86.42,1,6.00,School,3,2,Bullying,2.50,10.00
S1313,Female,8,PhD,598141,54.06,1,84.56,1,5.82,State,4,2,Bullying,,
S1314,Female,6,Bachelor,456235,47.74,1,82.91,1,6.20,State,4,3,Bullying,,
S1315,Female,11,PhD,104909,45.56,1,84.01,1,10.38,State,3,2,Cheating,3.87,21.33
S1316,Male,6,None,635066,48.97,1,85.65,1,9.60,State,2,3,Bullying,,
S1317,Female,5,PhD,965700,46.33,1,85.21,1,10.83,State,1,3,Cheating,4.15,16.50
S1318,Female,2,PhD,745847,53.64,1,86.31,1,10.75,None,2,3,Bullying,3.73,17.00
S1319,Female,5,Master,185215,54.00,1,82.15,1,8.00,School,2,1,Cheating,3.20,15.00
S1320,Female,9,Master,724751,50.51,1,86.97,,,,4,3,Cheating,,
S1321,Male,11,PhD,147992,47.40,1,86.09,1,9.50,School,2,3,Bullying,3.65,23.50
S1322,Female,1,Bachelor,373869,45.38,1,84.56,1,7.20,School,5,2,Misconduct,2.40,23.50
S1323,Male,6,Master,251332,53.72,1,86.09,1,7.17,State,2,3,Bullying,4.20,32.00
S1324,Male,3,None,360160,51.79,1,84.67,1,7.00,School,3,2,Cheating,,
S1325,Male,11,Bachelor,968964,64.09,1,84.67,1,5.57,State,3,3,Bullying,2.90,11.50
S1326,Female,3,High School,239630,56.00,1,83.24,1,8.80,School,6,3,Bullying,3.90,29.00
S1327,Female,1,Master,431995,44.29,1,84.67,1,8.20,State,1,2,Other,2.10,22.00
S1328,Female,10,Bachelor,838939,49.79,1,84.56,1,7.14,State,1,2,Cheating,4.10,4.50
S1329,Male,9,High School,374500,53.61,1,83.79,1,5.57,State,2,2,Late Submission,4.50,35.00
S1330,Male,6,PhD,511999,52.53,1,84.78,1,5.40,State,3,3,Cheating,2.30,13.00
S1331,Female,7,PhD,603081,39.44,0,82.26,1,10.75,None,1,1,Bullying,4.05,19.00
S1332,Male,4,PhD,195121,48.39,1,85.87,1,5.25,School,4,3,Late Submission,4.23,13.00
S1333,Male,11,Master,966578,50.52,1,85.87,1,8.60,State,5,3,Bullying,4.40,24.00
S1334,Male,12,PhD,942512,47.26,1,84.34,1,9.17,State,4,2,Late Submission,2.50,10.00
S1335,Female,2,High School,336042,53.61,1,86.20,1,8.00,State,2,3,Late Submission,3.60,34.00
S1336,Male,7,None,282823,50.92,1,85.32,1,4.25,State,6,3,Late Submission,,
S1337,Female,1,Master,105843,47.84,1,84.56,1,7.50,State,2,3,Bullying,,
S1338,Female,4,Master,135569,55.03,1,83.90,1,3.50,State,2,2,Bullying,4.20,9.00
S1339,Male,1,Bachelor,153896,52.41,1,85.32,1,7.00,School,4,3,Bullying,3.45,17.50
S1340,Male,3,None,350814,48.91,1,86.09,1,4.27,State,3,3,Other,,
S1341,Male,12,Master,520392,49.32,1,86.31,1,3.00,School,1,1,Cheating,4.05,22.50
S1342,Male,1,Bachelor,276130,62.03,1,86.53,1,7.60,State,2,2,Cheating,2.55,10.50
S1343,Female,2,Bachelor,299183,51.79,1,85.76,1,8.00,State,2,2,Misconduct,2.95,13.50
S1344,Male,1,High School,490218,44.46,1,83.57,1,7.40,School,5,3,Bullying,2.45,26.00
S1345,Male,2,Master,675726,51.63,1,85.10,1,4.00,State,10,3,Other,,
S1346,Male,12,High School,355420,54.82,1,85.65,1,8.33,School,8,3,Cheating,,
S1347,Male,10,Bachelor,302249,49.00,1,85.65,1,6.50,School,1,3,Cheating,,
S1348,Male,11,None,598913,44.61,1,83.57,1,7.13,None,7,3,Misconduct,2.45,17.50
S1349,Male,9,PhD,581971,49.97,1,86.09,1,7.50,State,2,2,Late Submission,3.80,21.67
S1350,Female,8,None,716549,47.71,1,86.09,1,9.80,State,6,3,Other,4.90,31.50
S1351,Female,5,None,424440,54.25,1,84.78,1,8.40,State,1,1,Other,4.60,5.00
S1352,Female,4,None,858977,49.15,1,84.45,1,8.50,State,1,3,Bullying,3.25,22.00
S1353,Male,1,Bachelor,622536,55.34,1,84.56,1,6.20,State,1,2,Late Submission,3.40,31.00
S1354,Male,11,Master,779168,52.70,1,86.31,1,8.20,State,2,3,Late Submission,3.25,21.50
S1355,Male,3,None,800827,53.19,1,85.76,1,12.50,School,1,2,Bullying,,
S1356,Male,5,High School,95934,65.72,1,83.13,1,7.33,State,,,,3.56,14.20
S1357,Male,6,Bachelor,590418,50.09,1,87.95,1,7.75,State,3,3,Cheating,3.90,28.00
S1358,Female,5,None,839882,50.14,1,84.67,1,9.00,National,3,3,Misconduct,3.57,22.33
S1359,Female,6,None,957855,55.62,1,85.32,1,8.67,School,1,1,Late Submission,2.70,14.00
S1360,Female,2,Bachelor,508176,52.00,1,82.26,1,5.75,State,,,,4.00,4.00
S1361,Female,7,Bachelor,245892,48.60,1,85.10,1,8.38,State,2,1,Bullying,3.40,17.00
S1362,Female,6,PhD,329676,53.26,1,85.76,1,7.75,School,2,2,Late Submission,2.45,27.50
S1363,Female,2,Master,681718,54.30,1,84.78,1,6.64,State,3,3,Late Submission,4.00,14.00
S1364,Female,6,None,133958,56.49,1,85.21,1,7.00,School,4,3,Bullying,4.00,30.50
S1365,Female,5,Master,681894,46.08,1,86.86,1,7.40,None,4,2,Bullying,3.40,30.00
S1366,Male,12,Master,418623,43.00,1,85.43,1,6.50,School,4,3,Bullying,4.55,22.00
S1367,Male,12,Bachelor,694718,53.61,1,83.90,1,5.50,State,4,2,Other,4.10,15.00
S1368,Female,11,None,128686,49.00,1,83.90,1,8.50,State,1,3,Other,,
S1369,Female,9,High School,82653,57.00,1,86.09,1,8.50,School,1,3,Other,2.90,24.00
S1370,Female,1,High School,120499,43.58,1,86.53,1,5.50,State,1,3,Misconduct,,
S1371,Female,6,Master,644799,50.19,1,83.79,1,8.00,School,2,3,Late Submission,5.00,11.00
S1372,Male,11,Master,438984,50.83,1,85.65,1,8.60,State,4,3,Bullying,3.00,8.00
S1373,Female,2,PhD,194383,43.20,1,84.12,1,6.40,State,3,3,Bullying,,
S1374,Female,6,Bachelor,311736,50.07,1,85.32,1,9.00,School,2,2,Bullying,,
S1375,Male,12,High School,573285,53.78,1,85.32,1,10.25,State,2,3,Bullying,3.70,35.00
S1376,Male,5,Bachelor,788237,56.74,1,82.69,1,8.83,State,3,3,Misconduct,3.47,24.33
S1377,Male,10,Bachelor,777691,49.98,1,84.88,1,8.40,State,3,2,Bullying,3.77,20.33
S1378,Male,2,High School,944253,52.41,1,83.90,1,11.00,None,2,3,Bullying,,
S1379,Female,3,Master,142055,57.94,1,85.10,1,4.60,State,,,,3.45,22.25
S1380,Female,12,None,626713,42.97,1,85.32,1,7.83,State,3,3,Cheating,3.65,20.50
S1381,Female,3,High School,882250,43.43,1,85.87,1,6.00,State,4,3,Late Submission,2.35,25.75
S1382,Male,2,High School,880541,52.61,1,82.91,1,6.50,State,5,3,Other,,
S1383,Male,8,None,428427,42.78,1,84.99,1,3.40,School,4,3,Bullying,4.80,28.00
S1384,Female,9,High School,691674,43.94,1,82.37,1,6.75,State,2,3,Bullying,4.00,26.00
S1385,Male,5,Master,801759,55.06,1,82.80,1,9.00,State,3,3,Cheating,3.50,22.25
S1386,Female,7,PhD,127333,57.36,1,85.65,1,7.33,State,2,3,Late Submission,2.00,21.00
S1387,Female,11,None,521832,50.00,1,81.60,1,5.71,State,3,1,Cheating,4.60,30.00
S1388,Female,3,PhD,720872,51.71,1,83.68,1,6.60,State,5,3,Bullying,3.50,14.33
S1389,Male,7,PhD,960385,58.19,1,83.24,1,7.60,State,3,2,Bullying,,
S1390,Male,9,High School,368897,47.13,1,82.80,1,7.80,School,3,3,Bullying,,
S1391,Male,6,High School,412831,54.28,1,87.08,1,9.50,School,1,2,Late Submission,3.80,14.50
S1392,Male,5,High School,715905,47.11,1,87.08,1,7.50,School,2,2,Bullying,3.40,19.00
S1393,Male,11,Bachelor,694274,50.33,1,84.23,1,4.50,State,2,2,Cheating,2.20,7.00
S1394,Male,10,PhD,211684,48.00,1,84.88,1,9.00,State,3,3,Bullying,,
S1395,Female,10,None,915322,52.41,1,85.21,1,5.71,State,4,3,Late Submission,2.40,12.00
S1396,Male,1,PhD,327511,42.00,1,86.20,1,8.00,State,4,3,Misconduct,2.83,16.33
S1397,Female,10,None,572230,43.86,1,84.45,1,9.75,State,2,1,Cheating,,
S1398,Female,8,High School,893776,59.03,1,85.21,1,4.25,School,3,2,Late Submission,3.10,16.33
S1399,Female,8,None,772063,42.08,1,84.56,1,12.50,School,5,3,Bullying,2.35,23.00
S1400,Male,8,Master,557774,46.41,1,85.21,1,7.20,School,1,3,Misconduct,,
S1401,Male,6,PhD,200647,46.27,1,83.68,1,10.00,School,,,,3.20,22.50
S1402,Female,12,Bachelor,468084,36.33,0,82.91,1,8.75,School,3,2,Bullying,2.97,18.00
S1403,Female,9,PhD,161341,53.64,1,84.23,1,7.33,State,2,2,Bullying,3.90,14.00
S1404,Male,8,None,330464,50.90,1,82.69,1,5.40,State,5,3,Misconduct,3.80,24.00
S1405,Male,3,None,103063,51.49,1,82.91,1,4.20,School,5,3,Cheating,,
S1406,Female,10,Master,310330,53.92,1,87.19,1,14.33,State,3,2,Bullying,3.60,16.00
S1407,Female,10,Bachelor,249055,48.53,1,85.87,1,9.50,None,4,3,Other,4.25,26.50
S1408,Female,9,Master,572987,45.49,1,84.12,1,6.80,State,3,3,Bullying,,
S1409,Female,1,None,462344,52.00,1,85.98,1,6.00,State,2,3,Bullying,3.15,29.00
S1410,Male,4,PhD,420037,48.91,1,84.67,1,10.00,None,3,2,Bullying,3.30,25.00
S1411,Male,5,Master,676543,53.18,1,85.65,1,4.00,None,2,3,Bullying,,
S1412,Female,9,None,938324,49.39,1,85.54,1,7.44,State,,,,2.30,15.00
S1413,Female,3,Bachelor,812847,51.40,1,82.58,1,3.00,State,1,2,Cheating,,
S1414,Female,6,None,470040,45.42,1,83.57,1,5.50,State,3,3,Misconduct,3.10,27.00
S1415,Male,6,PhD,352620,47.77,1,84.12,1,9.50,State,3,3,Cheating,3.55,10.50
S1416,Female,9,Master,851535,49.89,1,85.10,1,5.50,State,4,3,Bullying,2.40,13.00
S1417,Male,3,None,463037,43.74,1,83.79,1,9.25,State,3,2,Late Submission,4.15,24.00
S1418,Female,9,Bachelor,841638,56.97,1,83.57,1,7.14,State,2,2,Other,,
S1419,Male,10,PhD,470884,49.38,1,85.32,1,3.25,National,1,2,Other,4.90,33.00
S1420,Male,1,High School,798255,45.59,1,86.31,1,9.00,State,4,3,Other,2.15,7.50
S1421,Female,9,Master,206175,52.55,1,87.08,1,11.00,State,2,3,Misconduct,4.30,32.00
S1422,Female,10,Bachelor,220395,50.69,1,85.43,1,3.50,School,1,2,Bullying,3.40,21.00
S1423,Female,10,Bachelor,581958,51.58,1,83.68,1,9.33,State,2,3,Bullying,4.50,21.00
S1424,Female,8,None,436251,53.62,1,85.21,1,5.67,School,1,1,Late Submission,4.00,18.00
S1425,Male,7,PhD,372623,49.53,1,83.02,1,3.50,School,4,3,Cheating,,
S1426,Female,5,PhD,655693,46.47,1,85.87,1,9.00,State,6,3,Cheating,,
S1427,Male,10,Master,228794,52.94,1,85.43,1,6.00,School,2,3,Cheating,3.43,23.67
S1428,Male,11,High School,83104,50.26,1,85.76,1,7.78,State,3,3,Cheating,,
S1429,Male,1,Master,378930,45.53,1,84.99,1,8.75,State,4,3,Misconduct,4.60,4.00
S1430,Male,7,High School,480311,55.75,1,85.10,1,7.80,State,2,1,Cheating,4.37,10.33
S1431,Male,12,High School,593878,48.91,1,87.29,1,5.50,None,5,3,Late Submission,3.50,18.00
S1432,Female,11,Master,601002,38.78,0,84.88,1,6.43,State,2,2,Bullying,2.20,29.00
S1433,Female,3,Master,609024,45.50,1,83.02,1,8.29,State,6,3,Misconduct,,
S1434,Female,11,Bachelor,689711,55.76,1,84.45,1,11.00,State,4,3,Cheating,2.80,14.00
S1435,Male,4,Bachelor,635196,52.70,1,85.65,1,8.00,School,4,3,Misconduct,2.80,20.00
S1436,Male,5,Bachelor,789142,56.70,1,86.86,1,5.25,State,2,3,Late Submission,2.50,2.00
S1437,Female,6,Master,415746,54.05,1,84.45,1,6.00,State,4,2,Late Submission,2.40,24.00
S1438,Female,2,PhD,759489,43.75,1,85.43,1,4.17,State,1,2,Cheating,,
S1439,Female,6,High School,354561,41.35,1,85.10,1,2.50,None,3,3,Misconduct,3.70,7.00
S1440,Female,12,None,413188,45.78,1,85.32,1,8.67,State,2,3,Other,2.60,17.00
S1441,Female,12,Master,274381,44.59,1,85.54,1,8.50,State,1,1,Misconduct,4.30,8.00
S1442,Female,9,Bachelor,193941,37.19,0,83.02,1,5.60,School,5,3,Cheating,4.40,24.00
S1443,Male,4,None,752371,46.19,1,85.43,1,4.60,State,1,1,Other,3.97,15.67
S1444,Male,1,None,483377,48.08,1,84.56,1,10.67,District,1,2,Misconduct,4.00,26.00
S1445,Female,2,High School,55433,52.69,1,84.45,1,7.00,National,6,3,Late Submission,,
S1446,Female,11,Master,550641,45.15,1,83.79,1,7.00,State,1,3,Late Submission,3.80,24.00
S1447,Female,6,Bachelor,727273,52.88,1,86.31,1,4.50,School,,,,2.50,2.00
S1448,Male,11,PhD,293500,53.37,1,84.99,1,10.50,State,7,3,Bullying,4.50,21.00
S1449,Male,7,High School,88105,49.78,1,85.21,1,9.80,School,3,3,Bullying,4.10,7.00
S1450,Female,3,Bachelor,969331,55.63,1,84.45,1,6.75,School,4,3,Misconduct,4.50,24.00
S1451,Male,5,PhD,682063,47.57,1,86.09,1,6.00,None,2,2,Bullying,,
S1452,Female,5,Master,722464,53.90,1,84.01,1,6.33,State,6,3,Late Submission,4.30,4.00
S1453,Male,9,Master,336090,59.00,1,85.54,1,7.60,None,3,3,Late Submission,,
S1454,Male,6,High School,816634,53.78,1,84.67,1,10.40,School,6,3,Bullying,4.90,31.00
S1455,Female,12,High School,64768,55.83,1,85.43,1,2.00,State,5,3,Other,4.00,27.00
S1456,Female,10,High School,234019,47.45,1,83.79,1,10.43,State,,,,4.20,26.00
S1457,Female,9,Bachelor,140951,52.47,1,84.78,1,7.00,School,3,3,Cheating,4.30,22.00
S1458,Male,3,High School,550646,52.29,1,82.80,1,11.67,State,3,3,Other,,
S1459,Male,1,Bachelor,452206,50.77,1,85.10,1,7.88,State,3,2,Other,3.43,17.33
S1460,Female,5,Bachelor,366613,58.26,1,83.13,1,12.00,None,1,3,Misconduct,2.30,22.00
S1461,Female,11,Bachelor,776420,49.84,1,86.20,1,9.50,State,1,1,Late Submission,4.38,15.50
S1462,Male,11,None,538002,47.66,1,84.78,1,3.00,State,3,2,Bullying,,
S1463,Male,7,PhD,988599,55.63,1,85.87,1,7.50,School,5,3,Cheating,2.40,11.00
S1464,Male,11,Bachelor,435397,49.10,1,86.42,1,7.33,School,2,2,Bullying,,
S1465,Male,3,Master,210626,58.54,1,86.64,1,10.00,State,2,3,Late Submission,2.70,24.00
S1466,Female,7,PhD,543699,54.44,1,85.54,1,10.60,State,2,1,Cheating,2.88,22.25
S1467,Male,11,PhD,965548,53.13,1,85.10,1,10.75,State,3,3,Bullying,3.70,22.00
S1468,Female,9,Bachelor,131896,43.08,1,85.43,1,7.14,State,4,3,Late Submission,4.20,24.00
S1469,Male,9,PhD,261976,60.23,1,82.80,1,6.86,State,4,3,Bullying,4.20,27.00
S1470,Male,6,PhD,513303,57.41,1,87.08,1,9.00,State,6,3,Late Submission,3.25,22.50
S1471,Male,12,PhD,562573,54.48,1,85.76,1,5.50,State,4,3,Other,3.05,22.00
S1472,Female,1,Master,188353,57.93,1,83.90,1,8.00,State,3,3,Cheating,3.32,18.00
S1473,Female,10,None,635941,50.88,1,85.98,1,6.57,State,4,2,Late Submission,3.55,22.50
S1474,Female,12,None,465182,52.08,1,85.43,1,5.50,School,1,3,Late Submission,3.17,19.00
S1475,Male,12,High School,656403,52.20,1,82.37,1,8.60,State,1,1,Bullying,2.10,24.50
S1476,Male,7,Bachelor,784406,63.58,1,84.01,1,5.00,National,2,1,Cheating,4.05,17.00
S1477,Male,2,Master,83276,47.84,1,86.42,1,6.50,State,5,3,Misconduct,3.70,19.20
S1478,Female,3,High School,853028,54.50,1,83.02,1,7.50,State,3,1,Cheating,3.53,15.67
S1479,Female,7,Master,961862,52.87,1,85.43,1,9.50,School,3,3,Late Submission,4.60,3.00
S1480,Female,2,PhD,189449,57.88,1,84.12,1,7.25,State,7,3,Bullying,3.90,25.33
S1481,Male,3,PhD,462151,59.15,1,83.79,1,10.00,State,4,3,Misconduct,3.83,20.33
S1482,Male,1,None,362856,49.66,1,84.88,1,9.50,State,2,2,Bullying,4.30,34.00
S1483,Female,9,Master,913355,45.29,1,85.87,1,7.43,State,1,2,Bullying,4.03,19.83
S1484,Male,8,Bachelor,212656,51.38,1,85.65,1,8.00,State,3,3,Bullying,,
S1485,Male,12,None,83782,47.97,1,84.01,1,8.86,State,2,2,Bullying,4.10,3.00
S1486,Male,4,High School,120559,51.50,1,85.65,1,5.50,State,2,3,Late Submission,3.70,18.00
S1487,Male,8,PhD,754667,43.73,1,86.20,1,10.67,State,2,2,Bullying,3.15,22.00
S1488,Male,12,None,471805,49.03,1,84.12,1,7.64,State,2,3,Late Submission,2.70,35.00
S1489,Male,9,High School,841030,48.45,1,85.65,1,1.00,None,1,3,Late Submission,3.18,18.75
S1490,Male,9,Bachelor,295536,48.36,1,81.93,1,9.14,State,1,2,Late Submission,3.73,13.33
S1491,Female,4,Bachelor,968823,51.43,1,86.09,1,10.13,State,2,3,Bullying,,
S1492,Male,7,Bachelor,338519,51.43,1,86.53,1,5.14,State,4,3,Cheating,2.83,16.67
S1493,Male,11,Master,632851,51.75,1,84.34,1,6.78,State,4,3,Bullying,4.90,5.00
S1494,Male,6,Master,873975,51.71,1,85.54,1,6.25,State,3,3,Late Submission,3.08,18.00
S1495,Female,7,High School,364455,47.43,1,85.76,1,11.25,School,,,,3.30,10.00
S1496,Male,9,Master,302673,46.14,1,82.69,1,10.50,State,12,3,Misconduct,3.83,9.67
S1497,Female,12,High School,894917,52.84,1,84.67,1,5.17,None,2,3,Misconduct,2.00,9.00
S1498,Male,9,Master,486740,49.59,1,84.23,1,7.14,State,1,3,Other,4.00,3.00
S1499,Female,4,Bachelor,263214,44.33,1,86.53,1,9.00,School,4,3,Cheating,3.40,28.00
S1500,Male,8,Bachelor,146955,47.45,1,85.21,1,6.20,School,1,2,Cheating,4.90,5.00
S1501,Male,5,Master,756396,47.73,1,84.01,1,10.00,School,2,2,Cheating,2.40,30.00
S1502,Male,4,PhD,809489,46.76,1,85.21,1,8.00,State,2,3,Bullying,,
S1503,Female,4,Bachelor,367915,47.38,1,83.46,1,6.50,State,1,1,Bullying,,
S1504,Male,4,None,833159,51.10,1,85.98,1,8.00,School,2,3,Late Submission,2.40,19.50
S1505,Male,12,PhD,787954,48.95,1,84.56,1,9.00,State,1,1,Bullying,,
S1506,Female,4,PhD,387237,39.97,0,84.23,1,11.50,School,3,2,Bullying,4.30,18.67
S1507,Female,8,PhD,730233,53.74,1,85.43,1,8.40,State,3,3,Cheating,3.75,22.50
S1508,Female,5,Bachelor,587727,47.73,1,85.21,1,9.56,State,5,3,Cheating,3.50,21.00
S1509,Female,2,Master,848625,44.42,1,82.80,1,6.00,National,2,2,Bullying,,
S1510,Male,6,Bachelor,484037,42.92,1,86.42,1,10.33,State,2,3,Bullying,3.03,9.00
S1511,Male,12,High School,67007,55.48,1,83.79,1,4.00,State,3,3,Cheating,4.00,16.00
S1512,Female,5,High School,255721,53.10,1,84.12,1,7.43,School,2,2,Misconduct,3.90,33.00
S1513,Male,7,PhD,923844,63.03,1,84.01,1,8.22,State,3,3,Late Submission,3.60,15.00
S1514,Female,9,Bachelor,319826,55.07,1,86.20,1,10.22,School,1,1,Late Submission,,
S1515,Female,8,High School,818367,47.73,1,86.09,1,6.67,School,3,3,Cheating,3.55,7.50
S1516,Male,3,PhD,562036,55.37,1,84.45,1,6.50,None,3,3,Cheating,3.10,31.00
S1517,Male,9,None,929827,47.67,1,86.31,1,9.25,State,6,3,Late Submission,3.00,1.00
S1518,Male,1,Master,194170,48.11,1,83.90,1,7.00,School,2,3,Bullying,,
S1519,Male,12,High School,59585,43.63,1,85.65,1,2.00,National,2,3,Late Submission,5.00,11.00
S1520,Female,6,None,697847,49.98,1,83.13,1,11.00,State,2,2,Cheating,3.60,20.00
S1521,Female,1,None,608065,60.27,1,86.53,1,9.25,State,2,2,Cheating,4.20,14.00
S1522,Male,1,PhD,807273,48.22,1,85.10,1,4.75,School,1,2,Bullying,3.35,2.50
S1523,Female,1,PhD,902657,58.54,1,85.21,1,7.17,State,2,3,Bullying,2.10,25.00
S1524,Male,2,None,599857,50.35,1,86.42,1,10.60,State,2,3,Cheating,3.73,13.67
S1525,Male,4,PhD,602029,45.59,1,84.99,1,8.29,State,3,3,Bullying,3.40,8.00
S1526,Female,5,Master,132857,53.24,1,85.54,1,7.50,State,3,3,Cheating,2.10,20.00
S1527,Female,8,PhD,305021,39.90,0,85.10,1,1.67,National,2,3,Late Submission,,
S1528,Female,11,None,735491,56.53,1,84.99,1,11.00,State,3,3,Bullying,5.00,18.00
S1529,Male,7,Master,445490,50.83,1,84.78,1,7.33,None,2,3,Bullying,3.80,12.50
S1530,Male,11,None,786986,55.24,1,85.65,1,9.25,School,2,3,Bullying,4.10,4.00
S1531,Male,8,Master,726234,44.95,1,84.99,1,8.20,School,1,1,Other,,
S1532,Male,9,None,290927,43.40,1,83.90,1,5.67,State,1,1,Bullying,3.20,24.00
S1533,Female,5,None,127959,50.23,1,85.65,1,8.00,School,4,3,Bullying,4.03,16.50
S1534,Male,3,Bachelor,66418,58.25,1,85.43,1,9.57,State,3,3,Other,3.75,21.00
S1535,Male,12,Master,130674,60.35,1,85.21,1,9.00,State,7,3,Cheating,3.60,5.00
S1536,Male,10,High School,644223,48.05,1,84.99,1,9.63,State,5,3,Misconduct,,
S1537,Female,7,High School,878897,48.48,1,84.88,1,7.00,State,2,3,Cheating,,
S1538,Female,1,None,508320,53.74,1,85.65,1,12.33,School,2,2,Bullying,3.60,20.33
S1539,Male,6,PhD,856360,42.70,1,85.32,1,3.67,School,3,3,Bullying,4.00,3.00
S1540,Female,1,Bachelor,871609,52.56,1,84.88,1,4.33,State,3,2,Late Submission,4.13,27.00
S1541,Female,4,Bachelor,629902,54.71,1,86.09,1,11.00,School,4,3,Late Submission,4.30,14.00
S1542,Female,3,PhD,742764,48.78,1,87.08,1,5.00,School,3,2,Cheating,2.70,25.00
S1543,Male,10,Bachelor,886821,49.08,1,85.43,1,8.43,State,7,3,Cheating,4.57,18.67
S1544,Male,2,Bachelor,211712,45.44,1,86.31,1,6.75,State,3,2,Misconduct,3.95,18.00
S1545,Male,12,Master,382061,50.64,1,86.42,1,8.33,School,3,3,Other,2.30,5.00
S1546,Male,2,None,373241,56.97,1,86.86,1,7.25,State,3,2,Bullying,3.50,22.00
S1547,Female,5,None,188943,62.27,1,84.99,1,8.33,State,3,2,Bullying,3.10,34.00
S1548,Male,7,Master,634041,49.71,1,85.32,1,10.00,State,2,2,Other,4.50,8.50
S1549,Male,1,None,421106,47.34,1,83.57,1,3.67,School,3,3,Late Submission,4.80,18.00
S1550,Female,7,None,356024,54.64,1,84.88,1,7.83,State,1,1,Bullying,4.40,24.67
S1551,Female,2,PhD,999178,48.70,1,84.56,1,9.25,School,7,3,Bullying,,
S1552,Male,11,Master,227735,55.33,1,82.26,1,10.67,School,3,1,Cheating,4.25,15.50
S1553,Female,5,Bachelor,567077,49.00,1,86.31,1,6.40,State,3,2,Cheating,,
S1554,Male,3,Master,339366,48.18,1,82.80,1,5.00,State,3,2,Late Submission,,
